eo_id,eo_ver,eo_seg_id,eo_seg_descr,parent_eo_id,parent_eo_ver,parent_eo_seg_id,blk_alg_id,blk_alg_eval_cd,retr_mthd_id,eo_seg_ordr,u_version,ins_dt,last_upd_dt,ins_user_id,last_upd_user_id
"CANONICAL_LOC_TRAN","2017.2","RECEIVER","GS1 Canonical Receiver Segment","CANONICAL_LOC_TRAN","2017.2","STANDARDBUSINESSDOCUMENTHEADER","","","LOCATIONRECEIVER_RM",20,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","RECEIVERIDENTIFIER","Receiver Identifier","CANONICAL_LOC_TRAN","2017.2","RECEIVER","","","LOCATION_RECEIVER_RM",10,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","SCOPE","SCOPE","CANONICAL_LOC_TRAN","2017.2","BUISNESSSCOPE","","","LOCATIONSCOPE_RM",40,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","SENDER","GS1 Canonical Sender Segment","CANONICAL_LOC_TRAN","2017.2","STANDARDBUSINESSDOCUMENTHEADER","","","LOCATIONSENDER_RM",10,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","SENDERIDENTIFER","Sender Idenitfier","CANONICAL_LOC_TRAN","2017.2","SENDER","","","LOCATION_SENDER_RM",10,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","SHIPFROM","Ship From Locations","CANONICAL_LOC_TRAN","2017.2","SHIPFROMLOCATIONS","","","SHIPFROM_RM",10,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","SHIPFROMADDITIONALPARTYIDENTI","Additional Party Identification Ship From","CANONICAL_LOC_TRAN","2017.2","SHIPFROM","","","SHIPFROMADDITIONALPTYIDENTI_RM",10,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","SHIPFROMLOCATIONS","Ship From Locations","CANONICAL_LOC_TRAN","2017.2","BASICLOCATION","","","SHIPFROMLOCATIONS_RM",50,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","SHIPTO","Ship to Locations","CANONICAL_LOC_TRAN","2017.2","SHIPTOLOCATIONS","","","SHIPTO_RM",10,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","SHIPTOADDITIONALPARTYIDENTI","Ship to additional party identification","CANONICAL_LOC_TRAN","2017.2","SHIPTO","","","SHIPTOADDITIONALPARTYIDENTI_RM",0,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","SHIPTOLOCATIONS","Ship To Locations","CANONICAL_LOC_TRAN","2017.2","BASICLOCATION","","","SHIPTOLOCATIONS_RM",40,1,"20210202173351","","SLIMP_I",""
"CANONICAL_LOC_TRAN","2017.2","STANDARDBUSINESSDOCUMENTHEADER","GS1 Canonical Order Standard Business Document Header Segment","CANONICAL_LOC_TRAN","2017.2","LOCATIONMESSAGE","","","LOCATIONMESSAGE_SBDH_RM",10,1,"20210202173351","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","ADDITIONALBASICPARTYID","Identification of a party by use of a code","CANONICAL_PARTY_TRAN","2017.2","BASICPARTYIDENTIFICATION","","","ADDITIONALBASICPARTYID_RM",10,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","ADDITIONALPARTYIDENTIFICATION","Identification of a party by use of a code","CANONICAL_PARTY_TRAN","2017.2","BASICPARTY","","","ADDITIONALPARTYIDENTI_RM",10,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","BASICPARTY","Basic Party","CANONICAL_PARTY_TRAN","2017.2","PARTY","","","PARTYBASIC_RM",30,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","BASICPARTYIDENTIFICATION","Basic Party Identification","CANONICAL_PARTY_TRAN","2017.2","BASICPARTY","","","PARTYBASICIDENTIFICATION_RM",20,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","BUISNESSSCOPE","Business Scope","CANONICAL_PARTY_TRAN","2017.2","STANDARDBUSINESSDOCUMENTHEADER","","","PARTYBUISNESSSCOPE_RM",40,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","DOCUMENTIDENTIFICATION","GS1 Document Identification Segment","CANONICAL_PARTY_TRAN","2017.2","STANDARDBUSINESSDOCUMENTHEADER","","","PARTYDOCUMENTIDENTIFICATI_RM",30,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","PARTY","Message that supports party processes.","CANONICAL_PARTY_TRAN","2017.2","PARTYMESSAGE","","","PARTY_RM",20,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","PARTYADDRESS","Party Address","CANONICAL_PARTY_TRAN","2017.2","BASICPARTY","","","PARTYADDRESS_RM",30,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","PARTYCONTACT","Party Contact","CANONICAL_PARTY_TRAN","2017.2","BASICPARTY","","","PARTYCONTACT_RM",40,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","PARTYDETAILS","Party Carrier Details","CANONICAL_PARTY_TRAN","2017.2","PARTY","","","PARTYDETAILS_RM",40,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","PARTYIDENTIFICATION","Message that supports party processes.","CANONICAL_PARTY_TRAN","2017.2","PARTY","","","PARTYIDENTIFICATION_RM",20,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","PARTYMESSAGE","GS1 Canonical Party Message Root Segment","","","","","","PARTYMESSAGE_RM",10,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","PARTYSERVICEDETAILS","Party Service Details","CANONICAL_PARTY_TRAN","2017.2","PARTYDETAILS","","","PARTYSERVICEDETAILS_RM",10,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","RECEIVER","GS1 Canonical Receiver Segment","CANONICAL_PARTY_TRAN","2017.2","STANDARDBUSINESSDOCUMENTHEADER","","","PARTYRECEIVER_RM",20,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","RECEIVERIDENTIFIER","Receiver Identifier","CANONICAL_PARTY_TRAN","2017.2","RECEIVER","","","PARTY_RECEIVER_RM",10,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","SCOPE","SCOPE","CANONICAL_PARTY_TRAN","2017.2","BUISNESSSCOPE","","","PARTYSCOPE_RM",40,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","SENDER","GS1 Canonical Sender Segment","CANONICAL_PARTY_TRAN","2017.2","STANDARDBUSINESSDOCUMENTHEADER","","","PARTYSENDER_RM",10,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","SENDERIDENTIFER","Sender Idenitfier","CANONICAL_PARTY_TRAN","2017.2","SENDER","","","PARTY_SENDER_RM",10,1,"20210202173341","","SLIMP_I",""
"CANONICAL_PARTY_TRAN","2017.2","STANDARDBUSINESSDOCUMENTHEADER","GS1 Canonical Standard Business Document Header Segment","CANONICAL_PARTY_TRAN","2017.2","PARTYMESSAGE","","","PARTYMESSAGE_SBDH_RM",10,1,"20210202173341","","SLIMP_I",""
"CAR_MOVE_CHANGE","2009.2","CAR_MOVE_CHANGE","CARRIER MOVE CHANGE","","","","","","SL_DUMMY_RM",10,2,"20210202172938","20210202173003","SLIMP_I","SLIMP_I"
"CAR_MOVE_CREATE","2009.2","CAR_MOVE_CREATE","Carrier Move Create","","","","","","SL_DUMMY_RM",10,2,"20210202172938","20210202173003","SLIMP_I","SLIMP_I"
"CAR_MOVE_DELETE","2009.2","CAR_MOVE_DELETE","Carrier Move Delete","","","","","","SL_DUMMY_RM",10,2,"20210202172938","20210202173003","SLIMP_I","SLIMP_I"
"CARRIER_CHANGE","2009.2","CARRIER_CHANGE","CARRIER CHANGE","","","","","","SL_DUMMY_RM",10,2,"20210202172938","20210202173003","SLIMP_I","SLIMP_I"
"CARRIER_CREATE","2009.2","CARRIER_CREATE","CARRIER CREATE","","","","","","SL_DUMMY_RM",10,2,"20210202172938","20210202173004","SLIMP_I","SLIMP_I"
"CARRIER_DELETE","2009.2","CARRIER_DELETE","CARRIER DELETE","","","","","","SL_DUMMY_RM",10,2,"20210202172938","20210202173004","SLIMP_I","SLIMP_I"
"CARRIER_DTL_CHANGE","2009.2","CARRIER_DTL_CHANGE","CARRIER DETAIL CHANGE","","","","","","SL_DUMMY_RM",10,2,"20210202172938","20210202173004","SLIMP_I","SLIMP_I"
"CARRIER_DTL_CREATE","2009.2","CARRIER_DTL_CREATE","CARRIER DETAIL CREATE","","","","","","SL_DUMMY_RM",10,2,"20210202172938","20210202173005","SLIMP_I","SLIMP_I"
"CARRIER_DTL_DELETE","2009.2","CARRIER_DTL_DELETE","CARRIER DETAIL DELETE","","","","","","SL_DUMMY_RM",10,2,"20210202172938","20210202173005","SLIMP_I","SLIMP_I"
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","ASSET_SEG","Handling Unit details for a shipment","CARRIER_MOVE_TO_CANONICAL","2020.1.0","SHIPMENT_SEG","","","SHIPMENT_ASSET_INFO_RM",40,1,"20210202173417","","SLIMP_I",""
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","BT_ADDRESS","Address of the party involved in the business transaction.","CARRIER_MOVE_TO_CANONICAL","2020.1.0","LPN_LINE_ITEM_SEG","","","GS1_DA_BT_ADDRESS_RM",30,1,"20210202173417","","SLIMP_I",""
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","CAR_MOVE_NOTE_SEG","Carrier Move Note Information Segment","CARRIER_MOVE_TO_CANONICAL","2020.1.0","CAR_MOVE_SEG","","","GS1_CAR_MOVE_NOTE_SEG_RM",1,1,"20210202173417","","SLIMP_I",""
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","CAR_MOVE_SEG","Load Information Segment","","","","","","GS1_CAR_MOVE_SEG_RM",1,1,"20210202173417","","SLIMP_I",""
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","LPN_LINE_ITEM_SEG","LPN detail for the shipment","CARRIER_MOVE_TO_CANONICAL","2020.1.0","LPN_LOGISTICUNIT_SEG","","","GS1_LPN_LINE_ITEM_SEG_RM",10,1,"20210202173417","","SLIMP_I",""
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","LPN_LOGISTICUNIT_SEG","Information on the logistic units contained in the shipment. It can be LPN, LPN-SUB or LPN-DTL at WMD system.","CARRIER_MOVE_TO_CANONICAL","2020.1.0","SHIPMENT_SEG","","","GS1_LPN_LOGISTICUNIT_SEG_RM",2,1,"20210202173417","","SLIMP_I",""
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","PARCEL_LOGISTICUNIT_SEG","Parcel Segment which will have Maanifest information related to Order, Shipment and Shipment Line","CARRIER_MOVE_TO_CANONICAL","2020.1.0","LPN_LOGISTICUNIT_SEG","","","GS1_PARCEL_LOGISTICUNIT_SEG_RM",20,1,"20210202173417","","SLIMP_I",""
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","RECEIVER_SEG","Receiver Information","CARRIER_MOVE_TO_CANONICAL","2020.1.0","CAR_MOVE_SEG","","","CANONICAL_CARMOV_RECEIVER_RM",2,1,"20210202173417","","SLIMP_I",""
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","SER_NUM_SEG","Inventory serial numbers","CARRIER_MOVE_TO_CANONICAL","2020.1.0","LPN_LINE_ITEM_SEG","","","LIST_GS1_INV_SER_NUM",0,1,"20210202173417","","SLIMP_I",""
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","SHIPMENT_LINE_SEG","Shipment Line Information Segment","CARRIER_MOVE_TO_CANONICAL","2020.1.0","SHIPMENT_SEG","","","GS1_SHIPMENT_LINE_SEG_RM",3,1,"20210202173417","","SLIMP_I",""
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","SHIPMENT_SEG","Shipment Information Segment","CARRIER_MOVE_TO_CANONICAL","2020.1.0","STOP_SEG","","","GS1_SHIPMENT_SEG_RM",1,1,"20210202173417","","SLIMP_I",""
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","ST_ADDRESS","Address of the party involved in the business transaction.","CARRIER_MOVE_TO_CANONICAL","2020.1.0","LPN_LINE_ITEM_SEG","","","GS1_DA_ST_ADDRESS_RM",20,1,"20210202173417","","SLIMP_I",""
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","STOP_SEG","Stop Information Segment","CARRIER_MOVE_TO_CANONICAL","2020.1.0","CAR_MOVE_SEG","","","GS1_STOP_SEG_RM",4,1,"20210202173417","","SLIMP_I",""
"CARRIER_MOVE_TO_CANONICAL","2020.1.0","TRLR_SEG","Trailer Information Segment","CARRIER_MOVE_TO_CANONICAL","2020.1.0","CAR_MOVE_SEG","","","GS1_TRLR_SEG_RM",3,1,"20210202173417","","SLIMP_I",""
"CARRIER_SERVICE","2009.2","CAR_ADDR","Maintain Carrier Address","CARRIER_SERVICE","2009.2","CTRL_SEG","","","CARRIER ADDRESS RM",1,2,"20210202172938","20210202173005","SLIMP_I","SLIMP_I"
"CARRIER_SERVICE","2009.2","CARRIER","Carrier Header","CARRIER_SERVICE","2009.2","CTRL_SEG","","","CARR_INB_RM_HDR",2,2,"20210202172938","20210202173005","SLIMP_I","SLIMP_I"
"CARRIER_SERVICE","2009.2","CTRL_SEG","Dummy Segment","","","","","","CTRL_SEG_RM",1,2,"20210202172938","20210202173005","SLIMP_I","SLIMP_I"
"CARRIER_SERVICE","2009.2","SERVICE","Carrier Detail","CARRIER_SERVICE","2009.2","CARRIER","","","CARR_INB_RM_DTL",1,2,"20210202172938","20210202173005","SLIMP_I","SLIMP_I"
"CLIENT_CHANGE","2009.2","CLIENT_CHANGE","Client Change","","","","","","SL_DUMMY_RM",30,2,"20210202172938","20210202173005","SLIMP_I","SLIMP_I"
"CLIENT_CREATE","2009.2","CLIENT_CREATE","Client Create","","","","","","SL_DUMMY_RM",30,2,"20210202172938","20210202173006","SLIMP_I","SLIMP_I"
"CLIENT_DELETE","2009.2","CLIENT_DELETE","Client Create","","","","","","SL_DUMMY_RM",30,2,"20210202172938","20210202173006","SLIMP_I","SLIMP_I"
"CLOSE-WORK-ORDER","2009.2","DTL","CLOSE WORK ORDER DETAIL RECORDS","CLOSE-WORK-ORDER","2009.2","DTL_QTY","","","CLOSE-WKODTL-RM",3,6,"20210202172938","20210202173006","SLIMP_I","SLIMP_I"
"CLOSE-WORK-ORDER","2009.2","DTL_QTY","CLOSE WORK ORDER DETAIL RECORDS","CLOSE-WORK-ORDER","2009.2","HDR","","","CLOSE-WKODTL-QTY-RM",2,6,"20210202172938","20210202173006","SLIMP_I","SLIMP_I"
"CLOSE-WORK-ORDER","2009.2","HDR","Close Work Order","","","","","","DCS_DUMMY_RM",1,6,"20210202172938","20210202173006","SLIMP_I","SLIMP_I"
"COMMODITY_TRAN","2009.2","COMMODITY_DESCRIPTION_SEG","Commodity Description","COMMODITY_TRAN","2009.2","COMMODITY_SEG","","","MNT-COMMODITY DESCRIPTION",10,2,"20210202172938","20210202173006","SLIMP_I","SLIMP_I"
"COMMODITY_TRAN","2009.2","COMMODITY_SEG","Commodity","COMMODITY_TRAN","2009.2","CTRL_SEG","CHECK_TRNTYP_FOR_DELETE","B","COMMODITY_INB_RM",1,2,"20210202172938","20210202173006","SLIMP_I","SLIMP_I"
"COMMODITY_TRAN","2009.2","CTRL_SEG","Dummy Segment","","","","","","CTRL_SEG_RM",1,2,"20210202172938","20210202173006","SLIMP_I","SLIMP_I"
"CREATE_INVENTORY_TRAN","2009.2","CREATE_ASSET_SEG","Create Handling Unit","CREATE_INVENTORY_TRAN","2009.2","CTRL_SEG","","","CREATE_INVENTORY_ASSET_RM",2,2,"20210202172938","20210202173007","SLIMP_I","SLIMP_I"
"CREATE_INVENTORY_TRAN","2009.2","CREATE_INVENTORY_SEG","Create Inventory Segment","CREATE_INVENTORY_TRAN","2009.2","CTRL_SEG","","","CREATE_INVENTORY_RM",2,2,"20210202172938","20210202173007","SLIMP_I","SLIMP_I"
"CREATE_INVENTORY_TRAN","2009.2","CTRL_SEG","Dummy Segment","","","","","","CTRL_SEG_RM",1,2,"20210202172938","20210202173006","SLIMP_I","SLIMP_I"
"CREATE_LINE_INVENTORY","V2013.2","CREATE_ASSET_SEG","Create Handling Unit","CREATE_LINE_INVENTORY","V2013.2","CTRL_SEG","","","CREATE_LINE_INVENTORY_ASSET_RM",30,2,"20210202172938","20210202173007","SLIMP_I","SLIMP_I"
"CREATE_LINE_INVENTORY","V2013.2","CREATE_LINE_INVENTORY_SEG","Create Inventory Segment","CREATE_LINE_INVENTORY","V2013.2","CTRL_SEG","","","CREATE_LINE_INVENTORY_RM",20,2,"20210202172938","20210202173007","SLIMP_I","SLIMP_I"
"CREATE_LINE_INVENTORY","V2013.2","CTRL_SEG","Dummy","","","","","","SL_DUMMY_RM",10,2,"20210202172938","20210202173007","SLIMP_I","SLIMP_I"
"CSTMS_CNSGNMNT_TRAN","2010.2","CSTMS_CNSGNMNT_SEG","Customs Consignment","CSTMS_CNSGNMNT_TRAN","2010.2","CTRL_SEG","","","CSTMS_CNSGNMNT_INB_RM_DTL",2,2,"20210202172938","20210202173007","SLIMP_I","SLIMP_I"
"CSTMS_CNSGNMNT_TRAN","2010.2","CTRL_SEG","Dummy Segment","","","","","","CTRL_SEG_RM",1,2,"20210202172938","20210202173007","SLIMP_I","SLIMP_I"
"CUST_CHANGE","2009.2","CUST_CHANGE","Customer Change","","","","","","SL_DUMMY_RM",30,2,"20210202172938","20210202173007","SLIMP_I","SLIMP_I"
"CUST_CREATE","2009.2","CUST_CREATE","Customer Create","","","","","","SL_DUMMY_RM",30,2,"20210202172938","20210202173008","SLIMP_I","SLIMP_I"
"CUST_DELETE","2009.2","CUST_DELETE","Customer Delete","","","","","","SL_DUMMY_RM",30,2,"20210202172938","20210202173008","SLIMP_I","SLIMP_I"
"CUST-TYPE","2017.1","ASSET_SEG","Customer Type Handling Unit Segment","CUST-TYPE","2017.1","CUSTOMER-TYPE","CHECK_TRNTYP_FOR_DELETE","B","CUST_ASSET_RET",0,2,"20210202172938","20210202173008","SLIMP_I","SLIMP_I"
"CUST-TYPE","2017.1","CTRL-SEG","Dummy Segment","","","","","","CTRL_SEG_RM",1,2,"20210202172938","20210202173008","SLIMP_I","SLIMP_I"
"CUST-TYPE","2017.1","CUSTOMER-TYPE","Customer Type","CUST-TYPE","2017.1","CTRL-SEG","","","CUST_TYPE_INB_RM",1,2,"20210202172938","20210202173008","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","ORD","Shipment Order","DELIVERY","2017.1","SHIPMENT","","","SHPORD_ORD_INB_RM",1,2,"20210202172938","20210202173008","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","ORD_DEF_SERV","Order Default Service","DELIVERY","2017.1","ORD","","","SHIPORD_DEF_SERV_RM",5,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","ORD_LINE","Shipment and order Line","DELIVERY","2017.1","ORD","","","SHIPORD_LINE_INB_RM",1,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","ORD_LINE_CAR_SERV","Shipment Order Line Carrier Service Options","DELIVERY","2017.1","ORD_LINE","","","ORD_LINE_CAR_SERV_RM",3,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","ORD_LINE_CAR_SERV_VAL","Shipment Order Line Carrier Service Option Parameters","DELIVERY","2017.1","ORD_LINE_CAR_SERV","","","ORD_LINE_CAR_SERV_VAL_RM",0,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","ORD_LINE_DEF_SERV","Shipment line default service segment","DELIVERY","2017.1","ORD_LINE","","","SHIPORD_INB_LINE_DEF_SERV_RM",2,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","ORD_LINE_NOTE","Shipment line note","DELIVERY","2017.1","ORD","","","SHIPORD_LINE_NOTE_INB_RM",3,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","ORD_LINE_NOTE_ALTM","Shipment line note (alternative method)","DELIVERY","2017.1","ORD_LINE","","","SHIPORD_LINE_NOTE2_INB_RM",2,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","ORD_LINE_SERV_COND","Order Line Service Condition","DELIVERY","2017.1","ORD_LINE","","","SHIPORD_LINE_SERV_COND_RM",7,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","ORD_NOTE","Shipment Note1","DELIVERY","2017.1","ORD","","","SHIPORD_NOTE_INB_RM",4,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","ORD_SERV_COND","Order Service Condition","DELIVERY","2017.1","ORD","","","SHIPORD_SERV_COND_RM",6,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","ROOT","Dummy Segment","","","","","","CTRL_SEG_RM",1,2,"20210202172938","20210202173008","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","SHIPMENT","Shipment","DELIVERY","2017.1","ROOT","CHECK_TRNTYP_FOR_DELETE","B","SHIPMENT_INB_RM",1,2,"20210202172938","20210202173008","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","SHIPORD_LINE_ALLOC_RUL_DTL_SEG","Shipment Allocation Rule Detail.","DELIVERY","2017.1","SHIPORD_LINE_ALLOC_RUL_HDR_SEG","","","ALLOC_RULE_DTL_INB_RM",0,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DELIVERY","2017.1","SHIPORD_LINE_ALLOC_RUL_HDR_SEG","Shipment Allocation Rule.","DELIVERY","2017.1","ORD_LINE","","","ALLOC_RULE_HDR_INB_RM",6,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DSUP-CLOSE-PROD-LINE","2009.2","CLOSE-PROD-LINE","Close Production Line","","","","","","DCS_DUMMY_RM",1,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DUTY-ADJ-DSP-EO","2010.2","DUTY-ADJ-DSP-SEG","Duty Adjusted Inventory Dispatch Segment","","","","","","DTY-ADJ-DSP-RM",0,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DUTY-ADJ-DSP-EO","2010.2","DUTY-ADJ-DTL","Duty Reciept Notification Detail","DUTY-ADJ-DSP-EO","2010.2","DUTY-ADJ-DSP-SEG","","","DTY-ADJ-DTL-RM",1,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DUTY-ADR-EO","2010.2","DUTY-ADR-SEG","Duty Address Segment","","","","","","DUTY-ADR-RM",0,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DUTY-INV-CHG-EO","2010.2","DUTY-INV-CHG-SEG","Duty Adjusted Inventory Dispatch Segment","","","","","","DTY-INV-CHG-RM",0,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DUTY-ORD-CONF","2010.2","DUTY-ORD-CONF-EO-SEG","Duty Dispatch Confirmation EO Segment","","","","","","DTY-ORD-CONF-RM",0,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DUTY-ORD-DSP-EO","2010.2","DUTY-ORD-DSP-SEG","Duty Shipped Inventory Dispatch Segment","","","","","","DTY-ORD-DSP-RM",0,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DUTY-PART-OUB-EO","9.1","DUTY-PART-OUB-EO","Duty Item OUB Event Output Segment","","","","","","DUTY-PART-OUB-EO-SEG",0,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DUTY-RCV-CONF","8.3","DUTY-RCV-CONF-EO-SEG","Duty Receipt Confirmation Event Output Segment","","","","","","DTY-RCV-CONF-RM",0,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DUTY-RCV-EO","2010.2","DUTY-RCV-DTL","Duty Reciept Notification Detail","DUTY-RCV-EO","2010.2","DUTY-RCV-HDR","","","DTY-RCV-DTL-RM",1,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DUTY-RCV-EO","2010.2","DUTY-RCV-HDR","Duty Receipt Notification Header","","","","","","DTY-RCV-HDR-RM",0,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DUTY-STAMP","2010.2","DUTY-STAMP-EO-SEG","Duty Stamp Application Event Output","","","","","","DTY-STAMP-RM",0,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"DUTY-STOCK-REC-EO","2010.2","DUTY-STOCK-REC-SEG","Duty Stock Reconciliation Segment","","","","","","DTY-STOCK-REC-RM",0,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"EVENT","V1.0","EMS_EVT_DEF","Raised EMS Event","EVENT","V1.0","EVENT_DATA","","","RAISED_PRIMER_INFO",1,1,"20210202173952","","SLIMP_I",""
"EVENT","V1.0","EVENT_DATA","Raised EMS Event","","","","","","RAISED_EVENT",1,1,"20210202173952","","SLIMP_I",""
"EVENT","V1.0","QUALIFIERS","Raised EMS Event","EVENT","V1.0","EMS_EVT_DEF","","","RAISED_EVENT_QUALIFIERS",1,1,"20210202173952","","SLIMP_I",""
"FOOT_TRAN","2011.2","DUMMY_SEG","Dummy Segment","","","","","","CTRL_SEG_RM",1,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"FOOT_TRAN","2011.2","FOOT_SEG","Footprint","FOOT_TRAN","2011.2","DUMMY_SEG","","","FOOT_INB_RM",1,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"FOOT_TRAN","2011.2","FOOTPRINT_DESCRIPTION","Description Information","FOOT_TRAN","2011.2","FOOT_SEG","","","MNT-FOOTPRINT DESC",10,2,"20210202172938","20210202173009","SLIMP_I","SLIMP_I"
"GS1_ACK_NACK_TO_CANONICAL","2019.1","DOCUMENTIDENTIFICATION","DOCUMENT IDENTITY","GS1_ACK_NACK_TO_CANONICAL","2019.1","GS1_ACK_NACK_SEG","","","GS1_ACK_DOCID_SEG_RM",10,1,"20210202173616","","SLIMP_I",""
"GS1_ACK_NACK_TO_CANONICAL","2019.1","DOCUMENTTYPE","Get the original document type code","GS1_ACK_NACK_TO_CANONICAL","2019.1","GS1_ACK_NACK_SEG","","","GET_DOC_TYPE",60,1,"20210202173616","","SLIMP_I",""
"GS1_ACK_NACK_TO_CANONICAL","2019.1","ENTITYIDENTIFICATION","Entity Identification","GS1_ACK_NACK_TO_CANONICAL","2019.1","GS1_ACK_NACK_SEG","","","GS1_ACK_ENTITYID_SEG_RM",30,1,"20210202173616","","SLIMP_I",""
"GS1_ACK_NACK_TO_CANONICAL","2019.1","GS1_ACK_NACK_SEG","The EO Segment to retrieve the ACK Fields.","","","","","","GS1_ACK_HDR_RM",0,1,"20210202173616","","SLIMP_I",""
"GS1_ACK_NACK_TO_CANONICAL","2019.1","INTFULLVALIDATIONMSG","Integrator transaction full validation error message","GS1_ACK_NACK_TO_CANONICAL","2019.1","GS1_ACK_NACK_SEG","","","GS1_ACK_INT_ERR_SEG_RM",40,1,"20210202173616","","SLIMP_I",""
