arc_nam,seqnum,srtseq,arc_table,list_cmd,post_arc_cmd,action_on_dup
"DISPATCHED-TRAILERS",39,39,"USR_INVDTL_VAS_HIST","if (dbtype = 'ORACLE') { [select usr_invdtl_vas_hist.rowid, usr_invdtl_vas_hist.* from usr_invdtl_vas_hist,invdtl_hist, shipment_line, shipment, stop where usr_invdtl_vas_hist.inv_hist_id = invdtl_hist.inv_hist_id and usr_invdtl_vas_hist.dtlnum = invdtl_hist.dtlnum and invdtl_hist.ship_line_id = shipment_line.ship_line_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select usr_invdtl_vas_hist.* from usr_invdtl_vas_hist,invdtl_hist, shipment_line, shipment, stop where usr_invdtl_vas_hist.inv_hist_id = invdtl_hist.inv_hist_id and usr_invdtl_vas_hist.dtlnum = invdtl_hist.dtlnum and invdtl_hist.ship_line_id = shipment_line.ship_line_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",0,0,"TRLR","if (dbtype = 'ORACLE') { [select trlr.rowid, trlr.* from trlr, car_move where trlr.trlr_id = car_move.trlr_id and car_move.car_move_id = @car_move_id] } else { [select trlr.* from trlr, car_move where trlr.trlr_id = car_move.trlr_id and car_move.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",1,1,"TRLR_NOTE","if (dbtype = 'ORACLE') { [select trlr_note.rowid, trlr_note.* from trlr_note where trlr_note.trlr_id = @trlr_id] } else { [select trlr_note.* from trlr_note where trlr_note.trlr_id = @trlr_id] }","","I"
"DISPATCHED-TRAILERS-P",2,2,"LOCMST","if (dbtype = 'ORACLE') { [select locmst.rowid, locmst.* from locmst, trlr, car_move where locmst.stoloc = trlr.trlr_id and locmst.wh_id = trlr.stoloc_wh_id and trlr.trlr_id = car_move.trlr_id and car_move.car_move_id = @car_move_id] } else { [select locmst.* from locmst, trlr, car_move where locmst.stoloc = trlr.trlr_id and locmst.wh_id = trlr.stoloc_wh_id and trlr.trlr_id = car_move.trlr_id and car_move.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",3,3,"STOP","if (dbtype = 'ORACLE') { [select stop.rowid, stop.* from stop where stop.car_move_id = @car_move_id] } else { [select stop.* from stop where stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",4,4,"SHIPMENT","if (dbtype = 'ORACLE') { [select shipment.rowid, shipment.* from shipment, stop where shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select shipment.* from shipment, stop where shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","E"
"DISPATCHED-TRAILERS-P",5,5,"SHIPMENT_INS","if (dbtype = 'ORACLE') { [select shipment_ins.rowid, shipment_ins.* from shipment_ins, shipment, stop where shipment_ins.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select shipment_ins.* from shipment_ins, shipment, stop where shipment_ins.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",6,6,"MANFST","if (dbtype = 'ORACLE') { [select manfst.rowid, manfst.* from manfst, shipment, stop where manfst.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select manfst.* from manfst, shipment, stop where manfst.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",7,7,"PCKWRK_HDR","if (dbtype = 'ORACLE') { [select distinct pckwrk_hdr.rowid, pckwrk_hdr.* from pckwrk_hdr, pckwrk_dtl, shipment, stop where pckwrk_dtl.wrkref = pckwrk_hdr.wrkref and pckwrk_dtl.wh_id = pckwrk_hdr.wh_id and pckwrk_dtl.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select distinct pckwrk_hdr.* from pckwrk_hdr, pckwrk_dtl, shipment, stop where pckwrk_dtl.wrkref = pckwrk_hdr.wrkref and pckwrk_dtl.wh_id = pckwrk_hdr.wh_id and pckwrk_dtl.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",8,8,"SHIPMENT_LINE","if (dbtype = 'ORACLE') { [select shipment_line.rowid, shipment_line.* from shipment_line, shipment, stop where shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select shipment_line.* from shipment_line, shipment, stop where shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",9,9,"SHIPMENT_LINE_INS","if (dbtype = 'ORACLE') { [select shipment_line_ins.rowid, shipment_line_ins.* from shipment_line_ins, shipment_line, shipment, stop where shipment_line_ins.ship_line_id = shipment_line.ship_line_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select shipment_line_ins.* from shipment_line_ins, shipment_line, shipment, stop where shipment_line_ins.ship_line_id = shipment_line.ship_line_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",10,10,"ORD","if (dbtype = 'ORACLE') { [select ord.rowid, ord.* from ord where (ord.ordnum, ord.client_id, ord.wh_id) in (select distinct shipment_line.ordnum, shipment_line.client_id, shipment_line.wh_id from shipment_line, shipment, stop where shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id) ] } else { [select ord.* from ord where exists (select 'x' from shipment_line, shipment, stop where shipment_line.ordnum = ord.ordnum and shipment_line.client_id = ord.client_id and shipment_line.wh_id = ord.wh_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id) ] }","","R"
"DISPATCHED-TRAILERS-P",11,11,"ORD_NOTE","if (dbtype = 'ORACLE') { [select ord_note.rowid, ord_note.* from ord_note where (ord_note.ordnum, ord_note.client_id, ord_note.wh_id) in (select distinct shipment_line.ordnum, shipment_line.client_id, shipment_line.wh_id from shipment_line, shipment, stop where shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id) ] } else { [select ord_note.* from ord_note where exists (select 'x' from shipment_line, shipment, stop where shipment_line.ordnum = ord_note.ordnum and shipment_line.client_id = ord_note.client_id and shipment_line.wh_id = ord_note.wh_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id) ] }","","I"
"DISPATCHED-TRAILERS-P",12,12,"ORD_INS","if (dbtype = 'ORACLE') { [select ord_ins.rowid, ord_ins.* from ord_ins, shipment_line, shipment, stop where ord_ins.ordnum = shipment_line.ordnum and ord_ins.client_id = shipment_line.client_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select ord_ins.* from ord_ins, shipment_line, shipment, stop where ord_ins.ordnum = shipment_line.ordnum and ord_ins.client_id = shipment_line.client_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } ","","I"
"DISPATCHED-TRAILERS-P",13,13,"ORD_LINE","if (dbtype = 'ORACLE') { [select ord_line.rowid, ord_line.* from ord_line where (ord_line.ordnum, ord_line.client_id, ord_line.wh_id) in (select distinct shipment_line.ordnum, shipment_line.client_id, shipment_line.wh_id from shipment_line, shipment, stop where shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id) ] } else { [select ord_line.* from ord_line where exists (select 'x' from shipment_line, shipment, stop where shipment_line.ordnum = ord_line.ordnum and shipment_line.client_id = ord_line.client_id and shipment_line.wh_id = ord_line.wh_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id) ] }","","R"
"DISPATCHED-TRAILERS-P",14,14,"ORD_LINE_NOTE","if (dbtype = 'ORACLE') { [select ord_line_note.rowid, ord_line_note.* from ord_line_note, shipment_line, shipment, stop where ord_line_note.ordnum = shipment_line.ordnum and ord_line_note.client_id = shipment_line.client_id and ord_line_note.ordlin = shipment_line.ordlin and ord_line_note.ordsln = shipment_line.ordsln and ord_line_note.wh_id = shipment_line.wh_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select ord_line_note.* from ord_line_note, shipment_line, shipment, stop where ord_line_note.ordnum = shipment_line.ordnum and ord_line_note.client_id = shipment_line.client_id and ord_line_note.ordlin = shipment_line.ordlin and ord_line_note.ordsln = shipment_line.ordsln and ord_line_note.wh_id = shipment_line.wh_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } ","","I"
"DISPATCHED-TRAILERS-P",15,15,"ORD_LINE_INS","if (dbtype = 'ORACLE') { [select ord_line_ins.rowid, ord_line_ins.* from ord_line_ins, shipment_line, shipment, stop where ord_line_ins.ordnum = shipment_line.ordnum and ord_line_ins.client_id = shipment_line.client_id and ord_line_ins.ordlin = shipment_line.ordlin and ord_line_ins.ordsln = shipment_line.ordsln and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select ord_line_ins.* from ord_line_ins, shipment_line, shipment, stop where ord_line_ins.ordnum = shipment_line.ordnum and ord_line_ins.client_id = shipment_line.client_id and ord_line_ins.ordlin = shipment_line.ordlin and ord_line_ins.ordsln = shipment_line.ordsln and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",16,16,"INVDTL_HIST","if (dbtype = 'ORACLE') { [select invdtl_hist.rowid, invdtl_hist.* from invdtl_hist, shipment_line, shipment, stop where invdtl_hist.ship_line_id = shipment_line.ship_line_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select invdtl_hist.* from invdtl_hist, shipment_line, shipment, stop where invdtl_hist.ship_line_id = shipment_line.ship_line_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",17,17,"INVSUB_HIST","if (dbtype = 'ORACLE') { [select distinct invsub_hist.rowid, invsub_hist.* from invsub_hist, invdtl_hist, shipment_line, shipment, stop where invsub_hist.subnum = invdtl_hist.subnum and invsub_hist.inv_hist_id = invdtl_hist.inv_hist_id and invdtl_hist.ship_line_id = shipment_line.ship_line_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id]  } else { [select distinct invsub_hist.* from invsub_hist, invdtl_hist, shipment_line, shipment, stop where invsub_hist.subnum = invdtl_hist.subnum and invsub_hist.inv_hist_id = invdtl_hist.inv_hist_id and invdtl_hist.ship_line_id = shipment_line.ship_line_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",18,18,"INVLOD_HIST","if (dbtype = 'ORACLE') { [select distinct invlod_hist.rowid, invlod_hist.* from invlod_hist, invsub_hist, invdtl_hist, shipment_line, shipment, stop where invlod_hist.lodnum = invsub_hist.lodnum and invlod_hist.inv_hist_id = invsub_hist.inv_hist_id and invsub_hist.subnum = invdtl_hist.subnum and invsub_hist.inv_hist_id = invdtl_hist.inv_hist_id and invdtl_hist.ship_line_id = shipment_line.ship_line_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id]  } else { [select distinct invlod_hist.* from invlod_hist, invsub_hist, invdtl_hist, shipment_line, shipment, stop where invlod_hist.lodnum = invsub_hist.lodnum and invlod_hist.inv_hist_id = invsub_hist.inv_hist_id and invsub_hist.subnum = invdtl_hist.subnum and invsub_hist.inv_hist_id = invdtl_hist.inv_hist_id and invdtl_hist.ship_line_id = shipment_line.ship_line_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id]  }","","I"
"DISPATCHED-TRAILERS-P",19,19,"CANPCK","if (dbtype = 'ORACLE') { [select canpck.rowid, canpck.* from canpck, shipment, stop where canpck.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select canpck.* from canpck, shipment, stop where canpck.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",20,20,"PCKBAT","if (dbtype = 'ORACLE') { [select pckbat.rowid, pckbat.* from pckbat where schbat in (select distinct pckwrk_view.schbat from pckwrk_view, shipment, stop where pckwrk_view.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id)] } else { [select pckbat.* from pckbat where schbat in (select distinct schbat from pckwrk_view, shipment, stop where pckwrk_view.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id)] }","","I"
"DISPATCHED-TRAILERS-P",21,21,"PCKMOV","if (dbtype = 'ORACLE') { [select pckmov.rowid, pckmov.* from pckmov where cmbcod in (select distinct pckwrk_dtl.cmbcod from pckwrk_dtl, shipment, stop where pckwrk_dtl.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id)] } else { [select pckmov.rowid, pckmov.* from pckmov where cmbcod in (select distinct cmbcod from pckwrk_dtl, shipment, stop where pckwrk_dtl.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id)] }","","I"
"DISPATCHED-TRAILERS-P",22,22,"INV_SER_NUM_HIST","archive inventory serial number where car_move_id = @car_move_id ","","I"
"DISPATCHED-TRAILERS-P",23,23,"PCKLST","if (dbtype = 'ORACLE') { [select pcklst.rowid, pcklst.list_id, pcklst.list_typ, pcklst.list_sts from pckwrk_view pw1, shipment sm1, stop st1, pcklst where pw1.ship_id = sm1.ship_id and sm1.stop_id = st1.stop_id and st1.car_move_id = @car_move_id and pw1.list_id is not  and pcklst.list_id = pw1.list_id group by pcklst.rowid, pcklst.list_id, pcklst.list_typ, pcklst.list_sts] } else { [select pcklst.list_id, pcklst.list_typ, pcklst.list_sts from pckwrk_view pw1, shipment sm1, stop st1, pcklst where pw1.ship_id = sm1.ship_id and sm1.stop_id = st1.stop_id and st1.car_move_id = @car_move_id and pw1.list_id is not  and pcklst.list_id = pw1.list_id group by pcklst.list_id, pcklst.list_typ, pcklst.list_sts] }","","I"
"DISPATCHED-TRAILERS-P",24,24,"SHIP_ASSET","if (dbtype = 'ORACLE') { [select distinct ship_asset.rowid, ship_asset.* from ship_asset, shipment, stop where ship_asset.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select distinct ship_asset.* from ship_asset, shipment, stop where ship_asset.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",25,25,"ASSET_LINK_HIST","archive asset link history where car_move_id = @car_move_id ","","I"
"DISPATCHED-TRAILERS-P",26,26,"SER_ASSET","archive temporary serialized asset where car_move_id = @car_move_id ","","I"
"DISPATCHED-TRAILERS-P",27,27,"DISTRO","if (dbtype = 'ORACLE') { [select distro.rowid, distro.* from distro,ord_line where distro.distro_id=ord_line.distro_id and distro.client_id=ord_line.client_id and distro.wh_id=ord_line.wh_id and (ord_line.ordnum, ord_line.client_id, ord_line.wh_id) in (select distinct shipment_line.ordnum, shipment_line.client_id, shipment_line.wh_id from shipment_line, shipment, stop where shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id) ] } else { [select distro.* from distro,ord_line where distro.distro_id=ord_line.distro_id and distro.client_id=distro.client_id and distro.wh_id = ord_line.wh_id and exists (select 'x' from shipment_line, shipment, stop where shipment_line.ordnum = ord_line.ordnum and shipment_line.client_id = ord_line.client_id and shipment_line.wh_id = ord_line.wh_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id) ] }","","R"
"DISPATCHED-TRAILERS-P",28,28,"CAR_MOVE_NOTE","if (dbtype = 'ORACLE') { [select car_move_note.rowid, car_move_note.* from car_move_note where car_move_note.car_move_id = @car_move_id ] } else { [select car_move_note.* from car_move_note where car_move_note.car_move_id = @car_move_id ] }","","I"
"DISPATCHED-TRAILERS-P",29,29,"PCKWRK_DTL","if (dbtype = 'ORACLE') { [select pckwrk_dtl.rowid, pckwrk_dtl.* from pckwrk_dtl, shipment, stop where pckwrk_dtl.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select pckwrk_dtl.* from pckwrk_dtl, shipment, stop where pckwrk_dtl.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",30,30,"TRLR_PLAN_LINE","if (dbtype = 'ORACLE') { [select distinct trlr_plan_id from trlr_plan where trlr_plan.trlr_id = @trlr_id] | [select trlr_plan_line.rowid, trlr_plan_line.* from trlr_plan_line where trlr_plan_line.trlr_plan_id = @trlr_plan_id] } else { [select distinct trlr_plan_id from trlr_plan where trlr_plan.trlr_id = @trlr_id] | [select trlr_plan_line.* from trlr_plan_line where trlr_plan_line.trlr_plan_id = @trlr_plan_id] }","","I"
"DISPATCHED-TRAILERS-P",31,31,"TRLR_PLAN","if (dbtype = 'ORACLE') { [select trlr_plan.rowid, trlr_plan.* from trlr_plan where trlr_plan.trlr_id = @trlr_id] } else { [select trlr_plan.* from trlr_plan where trlr_plan.trlr_id = @trlr_id] }","","I"
"DISPATCHED-TRAILERS-P",32,32,"SHP_DST_LOC","if (dbtype = 'ORACLE') { [select shp_dst_loc.rowid, shp_dst_loc.* from shp_dst_loc, shipment, stop where shp_dst_loc.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select shp_dst_loc.* from shp_dst_loc, shipment, stop where shp_dst_loc.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",33,33,"PCKLST_SLOT_LOAD_HIST","if (dbtype = 'ORACLE') { [select pcklst_slot_load_hist.rowid, pcklst_slot_load_hist.* from pcklst_slot_load_hist where exists (select 1 from invsub_hist join invdtl_hist on invdtl_hist.subnum = invsub_hist.subnum and invdtl_hist.inv_hist_id = invsub_hist.inv_hist_id join shipment_line on invdtl_hist.ship_line_id = shipment_line.ship_line_id join shipment on shipment_line.ship_id = shipment.ship_id join stop on shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id where pcklst_slot_load_hist.slot_lodnum = invsub_hist.lodnum and pcklst_slot_load_hist.inv_hist_id = invsub_hist.inv_hist_id)]  } else { [select pcklst_slot_load_hist.* from pcklst_slot_load_hist where exists (select 1 from invsub_hist join invdtl_hist on invdtl_hist.subnum = invsub_hist.subnum and invdtl_hist.inv_hist_id = invsub_hist.inv_hist_id join shipment_line on invdtl_hist.ship_line_id = shipment_line.ship_line_id join shipment on shipment_line.ship_id = shipment.ship_id join stop on shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id where pcklst_slot_load_hist.slot_lodnum = invsub_hist.lodnum and pcklst_slot_load_hist.inv_hist_id = invsub_hist.inv_hist_id)]  }","","I"
"DISPATCHED-TRAILERS-P",34,34,"INV_ASSET_HIST","if (dbtype = 'ORACLE') { [select inv_asset_hist.rowid, inv_asset_hist.* from inv_asset_hist where exists (select 1 from invdtl_hist join shipment_line on invdtl_hist.ship_line_id = shipment_line.ship_line_id join shipment on shipment_line.ship_id = shipment.ship_id join stop on shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id where inv_asset_hist.invtid = invdtl_hist.subnum and inv_asset_hist.inv_hist_id = invdtl_hist.inv_hist_id union select 1 from invsub_hist join invdtl_hist on invdtl_hist.subnum = invsub_hist.subnum and invdtl_hist.inv_hist_id = invsub_hist.inv_hist_id join shipment_line on invdtl_hist.ship_line_id = shipment_line.ship_line_id join shipment on shipment_line.ship_id = shipment.ship_id join stop on shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id where inv_asset_hist.invtid = invsub_hist.lodnum and inv_asset_hist.inv_hist_id = invsub_hist.inv_hist_id)]  } else { [select inv_asset_hist.* from inv_asset_hist where exists (select 1 from invdtl_hist join shipment_line on invdtl_hist.ship_line_id = shipment_line.ship_line_id join shipment on shipment_line.ship_id = shipment.ship_id join stop on shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id where inv_asset_hist.invtid = invdtl_hist.subnum and inv_asset_hist.inv_hist_id = invdtl_hist.inv_hist_id union select 1 from invsub_hist join invdtl_hist on invdtl_hist.subnum = invsub_hist.subnum and invdtl_hist.inv_hist_id = invsub_hist.inv_hist_id join shipment_line on invdtl_hist.ship_line_id = shipment_line.ship_line_id join shipment on shipment_line.ship_id = shipment.ship_id join stop on shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id where inv_asset_hist.invtid = invsub_hist.lodnum and inv_asset_hist.inv_hist_id = invsub_hist.inv_hist_id)]  }","","I"
"DISPATCHED-TRAILERS-P",35,35,"INV_HIST","if (dbtype = 'ORACLE') { [select inv_hist.rowid, inv_hist.* from inv_hist where exists (select 1 from invdtl_hist join shipment_line on invdtl_hist.ship_line_id = shipment_line.ship_line_id join shipment on shipment_line.ship_id = shipment.ship_id join stop on shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id where invdtl_hist.inv_hist_id = inv_hist.inv_hist_id)] } else { [select inv_hist.* from inv_hist where exists (select 1 from invdtl_hist join shipment_line on invdtl_hist.ship_line_id = shipment_line.ship_line_id join shipment on shipment_line.ship_id = shipment.ship_id join stop on shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id where invdtl_hist.inv_hist_id = inv_hist.inv_hist_id)] }","","I"
"DISPATCHED-TRAILERS-P",36,36,"POWERUNIT","if (dbtype = 'ORACLE') { [select powerunit.rowid, powerunit.* from powerunit, trlr where trlr.powerunit_id = powerunit.powerunit_id and powerunit_sts = 'D' and trlr.trlr_id = @trlr_id] } else { [select powerunit.* from powerunit, trlr where trlr.powerunit_id = powerunit.powerunit_id and powerunit_sts = 'D' and trlr.trlr_id = @trlr_id] }","","I"
"DISPATCHED-TRAILERS-P",37,37,"ORD_LINE_SERV_OPT","if (dbtype = 'ORACLE') { [select ord_line_serv_opt.rowid, ord_line_serv_opt.* from ord_line_serv_opt, shipment_line, shipment, stop where ord_line_serv_opt.ordnum = shipment_line.ordnum and ord_line_serv_opt.client_id = shipment_line.client_id and ord_line_serv_opt.ordlin = shipment_line.ordlin and ord_line_serv_opt.ordsln = shipment_line.ordsln and ord_line_serv_opt.wh_id = shipment_line.wh_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select ord_line_serv_opt.* from ord_line_serv_opt, shipment_line, shipment, stop where ord_line_serv_opt.ordnum = shipment_line.ordnum and ord_line_serv_opt.client_id = shipment_line.client_id and ord_line_serv_opt.ordlin = shipment_line.ordlin and ord_line_serv_opt.ordsln = shipment_line.ordsln and ord_line_serv_opt.wh_id = shipment_line.wh_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",38,38,"SERV_OPT_PARAM","if (dbtype = 'ORACLE') { [select serv_opt_param.rowid, serv_opt_param.* from serv_opt_param, shipment_line, shipment, stop where serv_opt_param.ordnum = shipment_line.ordnum and serv_opt_param.client_id = shipment_line.client_id and serv_opt_param.ordlin = shipment_line.ordlin and serv_opt_param.ordsln = shipment_line.ordsln and serv_opt_param.wh_id = shipment_line.wh_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select serv_opt_param.* from serv_opt_param, shipment_line, shipment, stop where serv_opt_param.ordnum = shipment_line.ordnum and serv_opt_param.client_id = shipment_line.client_id and serv_opt_param.ordlin = shipment_line.ordlin and serv_opt_param.ordsln = shipment_line.ordsln and serv_opt_param.wh_id = shipment_line.wh_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"DISPATCHED-TRAILERS-P",39,39,"USR_INVDTL_VAS_HIST","if (dbtype = 'ORACLE') { [select usr_invdtl_vas_hist.rowid, usr_invdtl_vas_hist.* from usr_invdtl_vas_hist,invdtl_hist, shipment_line, shipment, stop where usr_invdtl_vas_hist.inv_hist_id = invdtl_hist.inv_hist_id and usr_invdtl_vas_hist.dtlnum = invdtl_hist.dtlnum and invdtl_hist.ship_line_id = shipment_line.ship_line_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] } else { [select usr_invdtl_vas_hist.* from usr_invdtl_vas_hist,invdtl_hist, shipment_line, shipment, stop where usr_invdtl_vas_hist.inv_hist_id = invdtl_hist.inv_hist_id and usr_invdtl_vas_hist.dtlnum = invdtl_hist.dtlnum and invdtl_hist.ship_line_id = shipment_line.ship_line_id and shipment_line.ship_id = shipment.ship_id and shipment.stop_id = stop.stop_id and stop.car_move_id = @car_move_id] }","","I"
"OBSOLETE-APPOINTMENT",1,1,"APPT_NOTE","if (dbtype = 'ORACLE') { [select appt_note.rowid, appt_note.* from appt_note where appt_id = @appt_id  ]} else { [select   appt_note.* from  appt_note where appt_id = @appt_id  ]}","",""
"PACKOUT-ACTIVITY",0,0,"PKO_ACT_DTL","if (dbtype = 'ORACLE') {[select pko_act_dtl.rowid, pko_act_dtl.* from pko_act_dtl where pko_act_id = @pko_act_id]} else {[select pko_act_dtl.* from pko_act_dtl where pko_act_id = @pko_act_id]}","","I"
"PACKOUT-ACTIVITY",1,1,"PKO_ACT_INV","if (dbtype = 'ORACLE') {[select pko_act_inv.rowid, pko_act_inv.* from pko_act_inv join pko_act_dtl on pko_act_dtl.pko_act_dtl_id = pko_act_inv.pko_act_dtl_id where pko_act_dtl.pko_act_id = @pko_act_id]} else {[select pko_act_inv.* from pko_act_inv join pko_act_dtl on pko_act_dtl.pko_act_dtl_id = pko_act_inv.pko_act_dtl_id where pko_act_dtl.pko_act_id = @pko_act_id]}","","I"
"PACKOUT-ACTIVITY",2,2,"PKO_ACT_SCANS","if (dbtype = 'ORACLE') {[select pko_act_scans.rowid, pko_act_scans.* from pko_act_scans join pko_act_dtl on pko_act_dtl.pko_act_dtl_id = pko_act_scans.pko_act_dtl_id where pko_act_dtl.pko_act_id = @pko_act_id]} else {[select pko_act_scans.* from pko_act_scans join pko_act_dtl on pko_act_dtl.pko_act_dtl_id = pko_act_scans.pko_act_dtl_id where pko_act_dtl.pko_act_id = @pko_act_id]}","","I"
