job_id,role_id,name,enabled,type,command,log_file,trace_level,overlap,schedule,start_delay,timer,grp_nam
"UNASSIGN-SIGNED-OFF-WORK","","Unassign Signed Off Work",1,"timer","list warehouses | unassign signed off work where wh_id = @wh_id","$LESDIR/log/unassign_signed_off_work.log","",0,"",60,300,"dcs_data"
"USER-RECOUNT","","Purges The User Recounts",0,"cron","purge user recount table where dayold = 30","$LESDIR/log/purge_usr_recnt.log","",0,"0 45 1 * * ?",0,0,"dcs_data"
"USR-CLEANUP-INV_20","*","Cleanup Inventory after Inbound connect",1,"cron","clean usr inventory where invtyp = '20' and check_auction_day_in_calendar = 0","","",0,"0 0,15,30,45 * ? * *",0,0,"usr_data"
"USR-CLEANUP-INV-JOB1","*","Cleanup Inventory after Inbound Job1",0,"cron","clean usr inventory where invtyp = '10' and jobinstance = '1' and check_auction_day_in_calendar = 1","","",0,"0 0 6 ? * 2,3,4,5,6",0,0,"usr_data"
"USR-CLEANUP-INV-JOB2","*","Cleanup Inventory after Inbound Job2",0,"cron","clean usr inventory where invtyp = '10' and jobinstance = '2' and check_auction_day_in_calendar = 1","","",0,"0 0 6 ? * 2,3,4,5,6",0,0,"usr_data"
"USR-CLOSE-DISPATCH-TRAILER","","Automatic close and dispatch loaded trailers",1,"timer","[select trlr_id  from trlr where trlr_stat='L'] catch (-1403)
|
if (@?=0)
{
[select car_move.wh_id, car_move.trlr_id from car_move,stop where car_move.trlr_id=@trlr_id and stop.car_move_id = car_move.car_move_id and stop.stop_cmpl_flg=1]catch (-1403)
|
if (@?=0)
{close trailer where wh_id=@wh_id and trlr_id=@trlr_id
|
process trailer dispatch where wh_id=@wh_id and trlr_id=@trlr_id
}
}","$LESDIR/log/usr-close-dispatch-trailer.log","",0,"",0,300,""
"USR-CLOSE-RECEIPTS","*","Close Receipts older than x days",1,"cron","close usr open receipts ","","",0,"0 0 16 ? * *",0,0,"usr_data"
"USR-CLOSE-TRAINS","","USR-CLOSE-TRAINS",1,"timer","list warehouses | close usr open trains where wh_id = @wh_id","$LESDIR/log/USR-CLOSE-TRAINS.log","",0,"",0,300,"usr_data"
"USR-DEFERRED-EXECUTION-1","","Deferred Execution 1",1,"timer","execute deferred commands where comflg=1 and delflg=1 and exec_typ='USR1'","$LESDIR/log/DeferredExcecution1.log","",0,"",0,60,"usr_data"
"USR-DEFERRED-EXECUTION-2","","Deferred Execution 2",1,"timer","execute deferred commands where comflg=1 and delflg=1 and exec_typ='USR2'","$LESDIR/log/DeferredExcecution2.log","",0,"",0,60,"usr_data"
"USR-DEFERRED-EXECUTION-3","","Deferred Execution 3",1,"timer","execute usr deferred commands where comflg=1 and delflg=1 and exec_typ='USR3'","$LESDIR/log/DeferredExcecution3.log","",0,"",0,60,"usr_data"
"USR-DEFERRED-EXECUTION-DFLT","","Deferred Execution Default",1,"timer","execute deferred commands where comflg=1 and delflg=1 and exec_typ = 'DFLT'","$LESDIR/log/DeferredExcecutionDFLT.log","",0,"",0,60,"usr_data"
"USR-DEFERRED-EXECUTION-PTDP","","Deferred Execution PTDP",1,"timer","execute deferred commands where comflg=1 and delflg=1 and exec_typ = 'PTDP'","$LESDIR/log/DeferredExcecutionPTDP.log","",0,"",0,60,"usr_data"
"USR-ESCALATE-PICK-WORK","","USR-ESCALATE-PICK-WORK",0,"timer","process usr pick work escalation","$LESDIR/log/USR-ESCALATE-PICK-WORK.log","",0,"",0,300,"usr_data"
"USR-INV-SNAP","","Generates Custom Inventory Snapshot Records For Every LPN",1,"cron","list warehouses | generate usr inventory snapshot","$LESDIR/log/usr_inv_snapshot.log","",0,"1 0 0 ? * *",0,0,"usr_data"
"USR-MAIL-INV-REPORT","*","USR-MAIL-INV-REPORT",1,"cron","list warehouses|
mail usr report by ems where wh_id = @wh_id and client_id =  'RFH'and rpt_id = 'USR-RFH004 Inventory report' ","","",0,"0 30 6 * * *",0,0,""
"USR-SYNC-DEVICES","","Synchronizes Data For Devices",1,"cron","archive production data where arc_nam = 'USR-DEVICES'","$LESDIR/log/sync_devices.log","",0,"0 0 17 ? * 7",0,0,"dcs_data"
"USR-SYNC-INV-SNAP","","Synchronizes Custom Inventory Snapshot",1,"cron","archive single table data where arc_nam = 'USR-INV-SNAP' and arc_date_column = 'gendte' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/usr_sync_inv_snap.log","",0,"0 10 0 ? * *",0,0,"usr_data"
"USR-SYNC-PACKING-MAP","","Synchronizes Data Packages M7",1,"cron","archive single table data where arc_nam = 'USR-PACKING-MAP' and arc_date_column = 'last_upd_dt' and arc_keep_days=1 and arc_purge_flg=0 and arc_local=0 and arc_max_batch_size=10000","$LESDIR/log/usr_sync_packing_map.log","",0,"0 40 17 ? * 7",0,0,""
"USR-SYNC-USERS","","Synchronizes Data For Users",1,"cron","archive production data where arc_nam = 'USR-USERS'","$LESDIR/log/sync_users.log","",0,"0 0 1 ? * *",0,0,"dcs_data"
"WAVE-GENERATION","","Wave Generation",0,"timer","list warehouses | allocate next wave where ordtyp = 'W'","$LESDIR/log/wave_generation.log","",0,"",1800,60,"dcs_data"
