pol_id,polcod,polvar,polval,srtseq,alw_mult,alw_del,ena_flg,allw_ovrd_flg,grp_nam,is_purged
"PACKOUT-DEF-ERROR-HANDLING-LOC","PACKOUT","MISCELLANEOUS","DEF-ERROR-HANDLING-LOC",0,0,0,0,1,"dcs_data",0
"PACKOUT-DEF-INITIATION-SCAN-LOC","PACKOUT","MISCELLANEOUS","DEF-INITIATION-SCAN-LOC",0,0,0,0,1,"dcs_data",0
"PACKOUT-DEF-INITIATION-SCAN-LOD","PACKOUT","MISCELLANEOUS","DEF-INITIATION-SCAN-LOD",0,0,0,0,1,"dcs_data",0
"PACKOUT-DEF-INITIATION-SCAN-SUB","PACKOUT","MISCELLANEOUS","DEF-INITIATION-SCAN-SUB",0,0,0,0,1,"dcs_data",0
"PACKOUT-DISPLAY-BOXES","PACKOUT","MISCELLANEOUS","DISPLAY-BOXES",0,0,0,0,1,"dcs_data",0
"PACKOUT-DISPLAY-COLORS","PACKOUT","MISCELLANEOUS","DISPLAY-COLORS",0,1,0,0,1,"dcs_data",0
"PACKOUT-FORCE-SINGLE-CARTON","PACKOUT","MISCELLANEOUS","FORCE-SINGLE-CARTON",0,0,0,0,1,"dcs_data",0
"PACKOUT-MISCELLANEOUS-AUTO-PROCESS-SHIP-CTNNUM","PACKOUT","MISCELLANEOUS","AUTO-PROCESS-SHIP-CTNNUM",0,0,0,1,1,"dcs_data",0
"PACKOUT-MISCELLANEOUS-CAPTURE-ITEM-PER-SERIAL-NUM","PACKOUT","MISCELLANEOUS","CAPTURE-ITEM-FOR-EACH-SERIAL-NUM",0,0,0,1,1,"dcs_data",0
"PACKOUT-MISCELLANEOUS-PARSE-CARTON-CODE","PACKOUT","MISCELLANEOUS","PARSE-CARTON-CODE",0,0,0,1,1,"dcs_data",0
"PACKOUT-MISCELLANEOUS-PROCESSING-DESTINATION-AUDIT","PACKOUT","MISCELLANEOUS","PROCESSING-DESTINATION-AUDIT",0,0,0,1,1,"dcs_data",0
"PACKOUT-MISCELLANEOUS-QUANTITY-DEFAULT-AUDIT","PACKOUT","MISCELLANEOUS","QUANTITY-DEFAULT-AUDIT",0,0,0,1,1,"dcs_data",0
"PACKOUT-ORDER-NOTES-CLOSEOUT","PACKOUT","ORDER-NOTES","CLOSEOUT",0,1,0,0,1,"dcs_data",0
"PACKOUT-ORDER-NOTES-PROCESSING","PACKOUT","ORDER-NOTES","PROCESSING",0,1,0,0,1,"dcs_data",0
"PACKOUT-PREVENT-PACK-UNTIL-ARRIVAL","PACKOUT","MISCELLANEOUS","PREVENT-PACK-UNTIL-ARRIVAL",0,0,0,1,1,"dcs_policy",0
"PACKOUT-PRINT-VISIBILITY-ON-SHP-LST-CTN","PACKOUT","MISCELLANEOUS","PRINT-VISIBILITY-ON-SHP-LST-CTN",0,0,0,1,1,"dcs_data",0
"PACKOUT-PROCESSING-DESTINATION","PACKOUT","MISCELLANEOUS","PROCESSING-DESTINATION",0,0,0,0,1,"dcs_data",0
"PACKOUT-QUANTITY-DEFAULT","PACKOUT","MISCELLANEOUS","QUANTITY-DEFAULT",0,0,0,0,1,"dcs_data",0
"PACKOUT-SELECTED-TEXT","PACKOUT","MISCELLANEOUS","SELECTED-TEXT",0,0,0,0,1,"dcs_data",0
"PACKOUT-SHIPMENT-PROCESSING-ORDER-BY","PACKOUT","SHIPMENT-PROCESSING","ORDER-BY",0,0,0,0,1,"dcs_data",0
"PACKOUT-SKIP-MOVE-ZONE-AFTER-PACK","PACKOUT","MISCELLANEOUS","SKIP-MOVE-ZONE-AFTER-PACK",0,0,0,0,1,"dcs_data",0
"PACKOUT-SOUNDS-CONTAINER-SCANNED-ERROR","PACKOUT","SOUNDS","CONTAINER-SCANNED-ERROR",0,0,0,0,1,"dcs_data",0
"PACKOUT-SOUNDS-CONTAINER-SCANNED-SUCCESS","PACKOUT","SOUNDS","CONTAINER-SCANNED-SUCCESS",0,0,0,0,1,"dcs_data",0
"PACKOUT-SOUNDS-FIELD-SCANNED-ERROR","PACKOUT","SOUNDS","FIELD-SCANNED-ERROR",0,0,0,0,1,"dcs_data",0
"PACKOUT-SOUNDS-FIELD-SCANNED-SUCCESS","PACKOUT","SOUNDS","FIELD-SCANNED-SUCCESS",0,0,0,0,1,"dcs_data",0
"PACKOUT-SOUNDS-FIELD-SCANNED-WARNING","PACKOUT","SOUNDS","FIELD-SCANNED-WARNING",0,0,0,0,1,"dcs_data",0
"PACKOUT-SOUNDS-PART-SCANNED-ERROR","PACKOUT","SOUNDS","PART-SCANNED-ERROR",0,0,0,0,1,"dcs_data",0
"PACKOUT-SOUNDS-PART-SCANNED-SUCCESS","PACKOUT","SOUNDS","PART-SCANNED-SUCCESS",0,0,0,0,1,"dcs_data",0
"PACKOUT-SOUNDS-PART-SCANNED-WARNING","PACKOUT","SOUNDS","PART-SCANNED-WARNING",0,0,0,0,1,"dcs_data",0
"PACKOUT-SUPPRESS-ERRORS","PACKOUT","MISCELLANEOUS","SUPPRESS-ERRORS",0,0,0,0,1,"dcs_data",0
"PACKOUT-WEIGHT-CAPTURE-AUTO","PACKOUT","MISCELLANEOUS","WEIGHT-CAPTURE-AUTO",0,0,0,1,1,"dcs_data",0
"PACKOUT-WEIGHT-CAPTURE-NO-CLOSE","PACKOUT","MISCELLANEOUS","WEIGHT-CAPTURE-NO-CLOSE",0,0,0,1,1,"dcs_data",0
"PACKOUT-WEIGHT-CAPTURE-REQUIRED","PACKOUT","MISCELLANEOUS","WEIGHT-CAPTURE-REQUIRED",0,0,0,1,1,"dcs_data",0
"PACKOUT-WEIGHT-CAPTURE-TOLERANCE","PACKOUT","MISCELLANEOUS","WEIGHT-CAPTURE-TOLERANCE",0,0,0,1,1,"dcs_data",0
"PACKOUT-WEIGHT-VALIDATION","PACKOUT","MISCELLANEOUS","WEIGHT-VALIDATION",0,0,0,0,1,"dcs_data",0
"PAPERWORK-REQ-FOR-SHIP","SHIPPING","MISCELLANEOUS","PAPERWORK-REQUIRED-FOR-SHIPPING",0,0,0,1,1,"dcs_data",0
"PARCEL-MANIFEST-DELIVERY-DATES-FOR-MANIFEST","PARCEL-MANIFEST","CONFIGURATION","DELIVERY-DATES-FOR-MANIFEST",0,0,0,1,1,"dcs_data",0
"PARCEL-MANIFEST-FASCOR-INSTALLED","PARCEL-MANIFEST","INSTALLED","FASCOR",0,0,0,1,1,"sal_data",0
"PARCEL-MANIFEST-ONLY-RATE-ON-LAST-PKG","PARCEL-MANIFEST","CONFIGURATION","ONLY-RATE-ON-LAST-PKG",0,0,0,1,1,"sal_data",0
"PARCEL-MANIFEST-PCL-PRINT-PAPERWORK","PARCEL-MANIFEST","CONFIGURATION","PCL-PRINT-PAPERWORK",0,0,0,1,1,"sal_data",0
"PARCEL-MANIFEST-REMOTE-SERVICE","PARCEL-MANIFEST","REMOTE","SERVICE",0,0,0,1,1,"sal_data",0
"PARCEL-MANIFEST-THREADING-COUNT","PARCEL-MANIFEST","THREADING","THREAD-COUNT",0,0,0,1,0,"dcs_data",0
"PARCEL-MANIFEST-THREADING-ENABLED","PARCEL-MANIFEST","THREADING","ENABLED",0,0,0,1,1,"dcs_data",0
"PARCEL-MANIFEST-TRACE-MANIFEST-PACKAGE","PARCEL-MANIFEST","TRACE","MANIFEST-PACKAGE",0,0,0,1,1,"sal_data",0
"PARCEL-MANIFEST-TRACE-RATE-SHOP","PARCEL-MANIFEST","TRACE","RATE-SHOP",0,0,0,1,1,"sal_data",0
"PARCEL-MANIFEST-VALD-PACKAGE-MANFST-BEFORE-STAGING","PARCEL-MANIFEST","CONFIGURATION","VALD-PACKAGE-MANFST-BEFORE-STAGING",0,0,0,0,1,"dcs_data",0
"PASSWORD-CASE-INSENSITIVE","SYSTEM-SECURITY","PASSWORD-FORMAT","CASE-INSENSITIVE",0,0,0,1,0,"mcs_policy",0
"PASSWORD-DISABLE-TIME","SYSTEM-SECURITY","PASSWORD-AGING","DISABLE-INTERVAL-DAYS",0,0,0,1,0,"mcs_policy",0
"PASSWORD-EXPIRE-TIME","SYSTEM-SECURITY","PASSWORD-AGING","EXPIRE-INTERVAL-DAYS",0,0,0,1,0,"mcs_policy",0
"PASSWORD-EXPIRE-WARN-TIME","SYSTEM-SECURITY","PASSWORD-AGING","EXPIRE-WARNING-DAYS",0,0,0,1,0,"mcs_policy",0
"PASSWORD-FORMAT-CHECK","SYSTEM-SECURITY","PASSWORD-FORMAT","EXECUTE-SYNTAX",0,1,0,1,0,"mcs_policy",0
"PASSWORD-HISTORY-CHECK","SYSTEM-SECURITY","PASSWORD-FORMAT","HISTORY-CHECK",0,0,0,1,0,"mcs_policy",0
"PASSWORD-MAX-FAILED-LOGIN-ATTEMPTS","SYSTEM-SECURITY","PASSWORD-AGING","MAX-FAILED-LOGIN-ATTEMPTS",0,0,0,1,0,"mcs_policy",0
"PASSWORD-MAXIMUM-LENGTH","SYSTEM-SECURITY","PASSWORD-FORMAT","MAXIMUM-LENGTH",0,0,0,1,0,"mcs_policy",0
"PASSWORD-MINIMUM-LENGTH","SYSTEM-SECURITY","PASSWORD-FORMAT","MINIMUM-LENGTH",0,0,0,1,0,"mcs_policy",0
"PCKRSVMGR-RSVPRI-THRESH","PCKRSVMGR","MISCELLANEOUS","RSVPRI-THRESHOLD",0,0,0,1,1,"dcs_data",0
"PHYCNT-ONLY-COUNTABLE-AREAS","CYCLE-COUNTING","MISCELLANEOUS","PHYCNT-ONLY-COUNTABLE-AREAS",0,0,0,1,1,"dcs_data",0
"PICKING-PICK-CONFIRMATION-AUTO-ASK-FOR-BARCODE","PICKING","PICK-CONFIRMATION","AUTO-ASK-FOR-BARCODE",0,0,0,1,1,"dcs_data",0
"PICK-LABEL-ENABLE-PICK-LABEL-DEVICE","PICK-LABEL","MISCELLANEOUS","ENABLE-PICK-LABEL-DEVICE",0,0,0,1,1,"dcs_data",0
"PICK-N-PASS-AUTO-DROP-LOCATION","RDTALLOPR","CLUSTER-PICK","PICK-N-PASS-AUTO-DROP-LOCATION",0,0,0,1,1,"dcs_data",0
"PICK-N-PASS-AUTO-DROP-WRKZON","RDTALLOPR","CLUSTER-PICK","PICK-N-PASS-AUTO-DROP-WRKZON",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-ALLOW-SEQUENTIAL-STOP-RELEASE","PICK-RELEASE","MISCELLANEOUS","ALLOW-SEQUENTIAL-STOP-RELEASE",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-CHECK-PCKMOV-DURING-ALLOC","PICK-RELEASE","MISCELLANEOUS","CHECK-PCKMOV-DURING-ALLOC",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-CONSOLIDATE-DIFFERENT-CASE-PICKS","PICK-RELEASE","MISCELLANEOUS","CONSOLIDATE-DIFFERENT-CASE-PICKS",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-CONSOLIDATE-MATCHING-PICKS","PICK-RELEASE","MISCELLANEOUS","CONSOLIDATE-MATCHING-PICKS",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-DEFAULT-LABEL-DEVICE","PICK-RELEASE","MISCELLANEOUS","DEFAULT-LABEL-DEVICE",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-ENABLE-BATCHES-AND-POST-RELEASE","PICK-RELEASE","MISCELLANEOUS","ENABLE-BATCHES-AND-POST-RELEASE",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-INSTALLED","PICK-RELEASE","INSTALLED","INSTALLED",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-MAX-ALLOC-BATCHES-AHEAD","PICK-RELEASE","MISCELLANEOUS","MAX-ALLOC-BATCHES-AHEAD",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-MAX-OUTSTANDING-LABELS","PICK-RELEASE","MISCELLANEOUS","MAX-OUTSTANDING-LABELS",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-MAX-SECONDS-TO-HOLD","PICK-RELEASE","MISCELLANEOUS","MAX-SECONDS-TO-HOLD",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-MIN-BATCH-TO-RELEASE","PICK-RELEASE","MISCELLANEOUS","MIN-BATCH-TO-RELEASE",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-MISCELLANEOUS-STATUS-LOG-FILE-NAME","PICK-RELEASE","MISCELLANEOUS","STATUS-LOG-FILE-NAME",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-MISCELLANEOUS-THRESH-PICK-OPRCOD","PICK-RELEASE","MISCELLANEOUS","THRESH-PICK-OPRCOD",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-ORDER-BY-CLAUSE","PICK-RELEASE","MISCELLANEOUS","ORDER-BY-CLAUSE",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-PALLET-VOLUME","PICK-RELEASE","MISCELLANEOUS","PALLET-VOLUME",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-PALLET-WEIGHT","PICK-RELEASE","MISCELLANEOUS","PALLET-WEIGHT",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-POST-RELEASE-CMD","PICK-RELEASE","MISCELLANEOUS","POST-RELEASE-SERVER-COMMAND",0,0,1,1,1,"dcs_data",0
"PICK-RELEASE-RELEASE-BY-GROUPING","PICK-RELEASE","MISCELLANEOUS","RELEASE-BY-GROUPING",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-RELOAD-LOCATIONS-EACH-RUN","PICK-RELEASE","MISCELLANEOUS","RELOAD-LOCATIONS-EACH-RUN",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-RESERVE-BY-GROUPING","PICK-RELEASE","MISCELLANEOUS","RESERVE-BY-GROUPING",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-SMALL-SHIP-LANE","PICK-RELEASE","MISCELLANEOUS","SMALL-SHIP-LANE",0,0,0,1,1,"dcs_data",0
"PICK-RELEASE-UTILIZATION-PERCENTAGE","PICK-RELEASE","MISCELLANEOUS","UTILIZATION-PERCENTAGE",0,0,0,1,1,"dcs_data",0
"PICK-STEALING-ASSET-SWAP","PICK-STEALING","ASSET-SWAP","ENABLED",0,0,0,1,1,"dcs_data",0
"PICK-STEALING-INSTALLED","PICK-STEALING","INSTALLED","INSTALLED",0,0,0,1,1,"dcs_data",0
"PICK-STEALING-MISCELLANEOUS-LOAD-LEVEL","PICK-STEALING","MISCELLANEOUS","LOAD-LEVEL",0,1,1,1,1,"dcs_data",0
"PICK-STEALING-MISCELLANEOUS-PICK-STATUS","PICK-STEALING","MISCELLANEOUS","PICK-STATUS",0,1,1,1,1,"dcs_data",0
"PICK-STEALING-MISCELLANEOUS-WORK-TYPE","PICK-STEALING","MISCELLANEOUS","WORK-TYPE",0,1,1,1,1,"dcs_data",0
"PRDLINOPR-IDENTIFY-AUTO-CLOSE","PRDLINOPR","MISCELLANEOUS","AUTO-CLOSE-AFTER-PROC",0,0,0,1,1,"dcs_data",0
"PRTMST-NONSHARED-FIELDS","PRTMST","NONSHARED-FIELDS","",0,1,1,1,0,"dcs_data",0
"PURGE-DIRS","SYSTEM-INFORMATION","MISCELLANEOUS","PURGE-PARAMETERS-DIR",0,1,1,1,0,"sal_data",0
"RCV-ALLOW-REVERSE-AFTER-CLOSE","RECEIVE-INVENTORY","UNDO-RECEIPTS","ALLOW-REVERSE-AFTER-CLOSE",0,0,0,1,1,"dcs_data",0
"RCV-REMOVE-ASSET-AFTER-REVERSE","ASSET-TRACKING","UNDO-RECEIPTS","REMOVE-ASSET-AFTER-REVERSE",0,0,0,1,1,"dcs_data",0
"RCV-REMOVE-INV-AFTER-REVERSE","RECEIVE-INVENTORY","UNDO-RECEIPTS","REMOVE-INVENTORY-AFTER-REVERSE",0,0,0,1,1,"dcs_data",0
"RCVTRKOPR-ALLOW-UNEXPECTED-STATUS","RCVTRKOPR","MISCELLANEOUS","ALLOW-UNEXPECTED-STATUS",0,0,0,1,1,"dcs_data",0
"RCVTRKOPR-MISC-ALLOW-CSTMS-CNSGN-CREATE-AT-RCPT","RCVTRKOPR","MISCELLANEOUS","ALLOW-CSTMS-CNSGN-CREATE-AT-RCPT",1,0,0,1,1,"dcs_data",0
"RCVTRKOPR-MISC-ALLOW-PUTAWAY-BEFORE-DUTYPROC-COMPL","RCVTRKOPR","MISCELLANEOUS","ALLOW-PUTAWAY-BEFORE-DUTYPROC-COMPL",1,0,0,1,1,"dcs_data",0
"RCVTRKOPR-MISC-DAMAGED-STATUS","RCVTRKOPR","MISCELLANEOUS","DAMAGED-STATUS",0,1,1,1,1,"dcs_data",0
"RCVTRKOPR-MISC-DEF-RCV-LOC","RCVTRKOPR","MISCELLANEOUS","DEF-RCV-LOC",0,0,1,1,1,"dcs_data",0
"RCVTRKOPR-MISC-STORAGE-ZONES","RCVTRKOPR","MISCELLANEOUS","STORAGE-ZONES",0,1,1,1,1,"dcs_data",0
"RCVTRKOPR-MISC-UCR-FORMAT-REQUIRED","RCVTRKOPR","MISCELLANEOUS","UCR-FORMAT-REQUIRED",1,0,0,1,1,"dcs_data",0
"RCVTRKOPR-RETURN-PROCESSING-ALLOW-NEW-RTN-FROM-ORG","RCVTRKOPR","RETURN-PROCESSING","ALLOW-NEW-RETURN-FROM-ORIGINAL-ORDER",0,0,0,1,1,"dcs_data",0
"RCVTRKOPR-RETURN-PROCESSING-ALLOW-UNEXPECTED-ITEM","RCVTRKOPR","RETURN-PROCESSING","ALLOW-UNEXPECTED-ITEMS",3,0,0,1,1,"dcs_data",0
"RCVTRKOPR-RETURN-PROCESSING-ALLOW-UNEXPECTED-RTN","RCVTRKOPR","RETURN-PROCESSING","ALLOW-UNEXPECTED-RETURN",1,0,0,1,1,"dcs_data",0
"RCVTRKOPR-RETURN-PROCESSING-REQUIRE-CARCOD-SHPREF","RCVTRKOPR","RETURN-PROCESSING","REQUIRE-CARCOD-SHPREF",4,0,0,1,1,"dcs_data",0
"RCVTRKOPR-RETURN-PROCESSING-REQUIRE-RTN-ARRVL-LPN","RCVTRKOPR","RETURN-PROCESSING","REQUIRE-RETURN-ARRIVAL-LPN",2,0,0,1,1,"dcs_data",0
"RDTALLOPR-ALLOW-RCV-TRLR-CHECKIN","RDTALLOPR","MISCELLANEOUS","ALLOW-RCV-TRLR-CHECKIN",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-AUTO-ADD-TO-EXISTING-LOAD","RDTALLOPR","MISCELLANEOUS","AUTO-ADD-TO-EXISTING-LOAD",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-BARCODE-SEPARATOR","RDTALLOPR","CONFIGURATION","BARCODE-SEPARATOR",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-CONFIGURATION-SORT-LOAD","RDTALLOPR","CONFIGURATION","SORT-LOAD",0,0,1,1,1,"dcs_policy",0
"RDTALLOPR-CONFIRM-CREATE-INVENTORY","RDTALLOPR","MISCELLANEOUS","CONFIRM-CREATE-INVENTORY",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-CONFIRM-SUBUCC-AT-PICK","RDTALLOPR","MISCELLANEOUS","CONFIRM-SUBUCC-AT-PICK",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-DEFAULT-PART-DTL","RDTALLOPR","MISCELLANEOUS","DEFAULT-PART-DTL",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-DIRECT-WORK-ASSIGNMENT-FILTERS-ENABLED","RDTALLOPR","DIRECT-WORK","ASSIGNMENT-FILTERS-ENABLED",0,0,0,0,1,"dcs_policy",0
"RDTALLOPR-FLOW-TO-INVSUMDSP-FROM-UNDIRRACKQUIZ","RDTALLOPR","INVSUMDSP","ENABLED",0,0,1,1,1,"dcs_data",0
"RDTALLOPR-FORCE-INV-DEP-VIS","RDTALLOPR","CONFIGURATION","FORCE-INV-DEP-VIS",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-INVDSP-FORCE-ENTRY-ENABLED","RDTALLOPR","INVDSP-FORCE-ENTRY","ENABLED",0,0,1,1,1,"dcs_data",0
"RDTALLOPR-KEEP-GS1-PREFIX","RDTALLOPR","CONFIGURATION","KEEP-GS1-PREFIX",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-LOADING-PALLET-SLOTS-CAPTURED","RDTALLOPR","LOADING","PALLET-SLOTS-CAPTURED",0,0,0,1,1,"dcs_policy",0
"RDTALLOPR-LOADING-SINGLE-SCAN-LOADING","RDTALLOPR","LOADING","SINGLE-SCAN-LOADING",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-LOAD-PREPARATION-TRANSFER-INVENTORY","RDTALLOPR","LOAD-PREPARATION","TRANSFER-INVENTORY",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-MISCELLANEOUS-DISPLAY-CUST-INFO-PICKING","RDTALLOPR","MISCELLANEOUS","DISPLAY-CUST-INFO-PICKING",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-MISCELLANEOUS-MAX-ROWS-INV-DISP","RDTALLOPR","MISCELLANEOUS","MAX-ROWS-INV-DISP",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-MISCELLANEOUS-USE-WORK-AREA-ASSOCIATIONS","RDTALLOPR","MISCELLANEOUS","USE-WORK-AREA-ASSOCIATIONS",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-OVERRIDE-WORKOPERATION-ENABLED","RDTALLOPR","DIRECT-WORK","OVERRIDE-WORKOPERATION-ENABLED",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-RF-LOOK-WORK-TIMEOUT","RDTALLOPR","MISCELLANEOUS","RF-LOOK-WORK-TIMEOUT",0,0,0,1,1,"dcs_policy",0
"RDTALLOPR-RF-LOOP-TIMER-LENGTH-IN-SECONDS","RDTALLOPR","MISCELLANEOUS","RF-LOOP-TIMER-LENGTH-IN-SECONDS",0,0,0,1,1,"dcs_policy",0
"RDTALLOPR-RF-RECOVERY-TIMEOUT-IN-SECONDS","RDTALLOPR","MISCELLANEOUS","RDTALLOPR-RF-RECOVERY-TIMEOUT-IN-SECONDS",0,0,0,1,1,"dcs_policy",0
"RDTALLOPR-RF-SESSION-RECOVERY","RDTALLOPR","MISCELLANEOUS","RF-SESSION-RECOVERY",0,0,0,1,1,"dcs_policy",0
"RDTALLOPR-RF-SHORT-TIMER-LENGTH-IN-SECONDS","RDTALLOPR","MISCELLANEOUS","RF-SHORT-TIMER-LENGTH-IN-SECONDS",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-RF-TIMER-LENGTH-IN-SECONDS","RDTALLOPR","MISCELLANEOUS","RF-TIMER-LENGTH-IN-SECONDS",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-SHOW-HOLD-DTL-ON-RF","RDTALLOPR","SHOW-HOLD-DTL-ON-RF","CONFIGURATION",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-SHOW-LOC-ON-OVRLOC","RDTALLOPR","CONFIGURATION","SHOW-LOC-ON-RF-OVRLOC",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-SINGLE-CASE-RECEIVING","RDTALLOPR","MISCELLANEOUS","RCV-SINGLE-CASE",0,0,0,0,1,"dcs_data",0
"RDTALLOPR-TRANSFER-ALLOW-PARTIAL-TRANSFER","RDTALLOPR","TRANSFER","ALLOW-PARTIAL-TRANSFER",0,1,1,1,1,"dcs_data",0
"RDTALLOPR-TRANSFER-CONF-THRESH-PICKUP","RDTALLOPR","TRANSFER","CONF-THRESH-PICKUP",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-TRANSFER-DST-ID-ENABLED","RDTALLOPR","TRANSFER","DST-ID-ENABLED",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-TRANSFER-LABEL-LOAD","RDTALLOPR","TRANSFER","LABEL-LOAD",0,0,0,1,1,"dcs_data",0
"RDTALLOPR-TRANSFER-MERGE-ON-DEPOSIT","RDTALLOPR","TRANSFER","MERGE-ON-DEPOSIT",0,0,0,1,1,"dcs_data",0
"RECEIPT-PROCESSING-PROCESS-HOT-TRAILER","RECEIPT-PROCESSING","HOT-RECEIPTS","PROCESS-HOT-TRAILER",0,0,0,1,1,"dcs_data",0
"RECEIVE-INVENTORY-CLOSE-TRK-ON-RF-USER-CONF","RECEIVE-INVENTORY","AUTO-CLOSE-TRUCKS","CLOSE-ON-RF-USER-CONF",0,0,0,1,1,"dcs_data",0
"REMOVE-PROCESSED-DYN-SLOT-PLAN","REPLENISHMENT","MISCELLANEOUS","REMOVE-PROCESSED-DYN-SLOT-PLAN",0,0,0,1,1,"dcs_data",0
"REPLENISHMENT-DEMAND-RETRY-COUNT","REPLENISHMENT","DEMAND","RETRY-COUNT",0,0,1,1,1,"dcs_data",0
"REPLENISHMENT-ORDER-INV-ORDINV-CODE","REPLENISHMENT","ORDER-INV","ORDINV-CODE",0,0,1,1,1,"dcs_data",0
"REPLENISHMENT-ORDER-INV-ORDINV-TYPE","REPLENISHMENT","ORDER-INV","ORDINV-TYPE",0,0,1,1,1,"dcs_data",0
"REPLENISHMENT-ORDER-INV-ORDINV-WIN","REPLENISHMENT","ORDER-INV","ORDINV-WIN",0,0,1,1,1,"dcs_data",0
"REPLENISHMENTS-ALLOW-USE-PP-IF-NO-RP-EXIST","REPLENISHMENTS","MISCELLANEOUS","ALLOW-USE-PP-IF-NO-RP-EXIST",0,0,0,1,1,"dcs_data",0
"REVOKE-USER-SESSION-ON-PWD-CHANGE","SYSTEM-SECURITY","PASSWORD-AGING","REVOKE-USER-SESSION-ON-PWD-CHANGE",0,0,0,1,0,"mcs_policy",0
"RFOUTBOUNDAUDIT-CONF-ALTITEM","RFOUTBOUNDAUDIT","CONFIG","ALTERNATE-ITEM",0,0,0,1,1,"dcs_data",0
"RFOUTBOUNDAUDIT-CONF-IGNORELPN","RFOUTBOUNDAUDIT","CONFIG","IGNORE-LPN",0,0,0,1,1,"dcs_data",0
"RF-OVER-RECEIPT-WARNING","PRODUCT-OVERRECEIPT","MISCELLANEOUS","ALLOW-RF-OVER-RECEIPT-WARNING",0,0,0,1,1,"dcs_data",0
"SAL-ARC-ERROR","EMS","EVENTS","SAL-ARC-ERROR",0,0,0,1,0,"sal_data",0
"SALDAEPRC-INSTALLED","SALDAEPRC","INSTALLED","INSTALLED",0,0,0,1,0,"sal_data",0
"SALDAEPRC-TASKS-DEFERRED-EXEC-CMD","SALDAEPRC","DEFERRED-EXECUTION","COMMAND",0,0,0,1,0,"sal_data",0
"SALDAEPRC-TASKS-DEFERRED-EXEC-EXIT","SALDAEPRC","DEFERRED-EXECUTION","EXIT-ON-ERROR",0,0,0,1,0,"sal_data",0
"SALDAEPRC-TASKS-DEFERRED-EXEC-INIT-TIMER","SALDAEPRC","DEFERRED-EXECUTION","INITIAL-TIMER-IN-SECONDS",0,0,0,1,0,"sal_data",0
"SALDAEPRC-TASKS-DEFERRED-EXEC-INST","SALDAEPRC","DEFERRED-EXECUTION","INSTALLED",0,0,0,1,0,"sal_data",0
"SALDAEPRC-TASKS-DEFERRED-EXEC-TIMER","SALDAEPRC","DEFERRED-EXECUTION","TIMER-LENGTH-IN-SECONDS",0,0,0,1,0,"sal_data",0
"SAL-DEFERRED-EXEC-FAILED","EMS","EVENTS","SAL-DEFERRED-EXEC-FAILED",0,0,1,1,0,"sal_data",0
"SAL-DEFERRED-EXEC-OLD","EMS","EVENTS","SAL-DEFERRED-EXEC-OLD",0,0,1,1,0,"sal_data",0
"SAL-EVENT-PARALLEL","EMS","EVENTS","SAL-EVENT-PARALLEL",0,0,0,1,0,"sal_data",0
"SAL-PRO-NUM-BLOCK-THRESHOLD","EMS","EVENTS","SAL-PRO-NUM-BLOCK-THRESHOLD",0,0,0,1,0,"sal_data",0
"SAL-PRO-NUM-UNAVAILABLE","EMS","EVENTS","SAL-PRO-NUM-UNAVAILABLE",0,0,0,1,0,"sal_data",0
